controller,CO2_t_per_yr,cost_per_yr,RE_selfcons_pct,peak_kW,comfort_viol_h,EV_shortfall_kWh,bat_cycles,deg_cost_yr,n_requests,n_committed,abstain_rate_pct,delivery_ratio,coverage,false_activation_pct,missed_opp_pct,net_service_benefit,requested_MWh,accepted_MWh,delivered_MWh,acceptance_rate_pct,abstention_rate_pct,cond_delivery_rate_pct,uncond_service_rate_pct,delivered_frac_of_requested,delivered_frac_of_accepted,shortfall_MWh,overdelivery_MWh,service_revenue_yr,service_penalty_yr,seed,variant
P,287.60174390937885,118048.69860172778,98.34344680943097,535.5316800783119,43.45238095238095,8612.916422061502,491.4391027645489,28883.624838372994,92,67,27.173913043478258,1.7539649465757972,0.7761194029850746,22.388059701492537,19.565217391304348,2031.79157947487,7.602791429918203,5.308646625362747,6.542365666200767,72.82608695652173,27.173913043478258,77.61194029850746,67.3913043478261,0.8605215237729013,0.9148897254226148,0.45182037191893276,4.369102047118982,3798.731962514982,1766.9403830401122,20260002,service_x0.5
B5,295.18408740026064,122020.44022091315,97.69572044831321,554.2918822642739,104.28571428571428,24480.4754270667,482.12146965640153,28981.061914508497,92,92,0.0,1.563762385002704,0.7065217391304348,29.347826086956523,0.0,2216.8350278690186,7.265414529937883,7.265414529937883,6.52689704572702,100.0,0.0,70.65217391304348,70.65217391304348,0.8983516382764225,0.8983516382764225,0.7385174842108604,4.472870519987926,5104.965903622205,2888.1308757531865,20260003,service_x0.5
P,298.10664879908006,120830.46329446782,97.60370172111662,569.6707157266835,52.14285714285714,15040.478139122572,493.39749548598854,29714.81935524625,92,62,32.608695652173914,1.8278504733899883,0.7580645161290323,24.193548387096776,23.91304347826087,2454.7957713471465,7.265414529937883,4.9982677217023666,5.860720306864391,67.3913043478261,32.608695652173914,75.80645161290323,61.95652173913043,0.8066601406863565,0.9379879805657885,0.30995267509559904,4.445396517105871,3666.932125738864,1212.1363543917178,20260003,service_x0.5
B5,290.6828745591124,119536.35336779413,97.1800468089631,535.4514424176828,26.07142857142857,18140.021324781726,479.651560653761,26806.254084226824,92,92,0.0,1.6145920614695228,0.7065217391304348,29.347826086956523,0.0,3537.597680277448,8.079759425163148,8.079759425163148,7.48695884401167,100.0,0.0,70.65217391304348,70.65217391304348,0.9266314069568342,0.9266314069568342,0.5928005811514796,5.774778757094845,5855.8713815662695,2318.2737012888215,20260004,service_x0.5
P,289.70072118284827,118015.20086648058,97.00573538609669,535.4514424176828,26.07142857142857,16190.900199152647,486.94267224212217,27286.723843946384,92,67,27.173913043478258,1.858270739869798,0.746268656716418,25.37313432835821,22.82608695652174,3211.9572733001924,8.079759425163148,6.1840855917494695,6.978930988909055,72.82608695652173,27.173913043478258,74.6268656716418,61.95652173913043,0.8637548003192107,0.9440102199426615,0.3462455921378081,5.747295498269153,4566.024856839121,1354.0675835389281,20260004,service_x0.5
B5,279.3697854899094,116953.09557287487,98.09237468593344,517.6491725303716,34.76190476190476,9681.681977931685,472.0479261120293,28304.611519096045,92,92,0.0,1.9304949409092602,0.782608695652174,21.73913043478261,0.0,3400.7305782173057,6.285530988524038,6.285530988524038,5.96260349644952,100.0,0.0,78.26086956521739,78.26086956521739,0.9486236735346447,0.9486236735346447,0.3229274920745197,5.978850545611488,4663.607734723017,1262.877156505711,20260000,service_x2
P,279.5135432313014,114795.7109326818,98.01462247147892,517.6491627577658,8.69047619047619,6620.227032025961,483.4191500461884,28116.989187944477,92,65,29.34782608695652,2.2754004177783513,0.8615384615384616,13.846153846153847,23.91304347826087,3043.8326581815973,6.285530988524038,4.6725176900796015,5.519909072906848,70.65217391304348,29.34782608695652,86.15384615384616,69.56521739130434,0.8781929614196408,0.9721470825522117,0.13014324949511813,5.903490044928035,3552.7857231714343,508.95306498983695,20260000,service_x2
B5,290.05673287193537,124753.72526235378,98.59316644952189,538.9056357094844,52.14285714285714,11161.841197630805,498.243964764478,29294.297454949934,91,91,0.0,1.4689687909062865,0.5934065934065934,40.65934065934066,0.0,1192.0778897027722,6.4147805690377915,6.4147805690377915,5.599670115839542,100.0,0.0,59.34065934065934,59.34065934065934,0.8729324496098055,0.8729324496098055,0.8151104531982496,3.582982785718504,4379.741983460212,3187.6640937574402,20260001,service_x2
P,289.49333126895954,123694.5437472222,98.526876980052,538.9056357094844,43.45238095238095,9718.283289680283,508.67287075971126,29777.139368026303,91,60,34.065934065934066,1.675318196575419,0.6666666666666666,33.33333333333333,27.472527472527474,1606.9940406396179,6.4147805690377915,4.64661826175867,5.4335799993025145,65.93406593406593,34.065934065934066,66.66666666666666,59.34065934065934,0.8470406650429735,0.9070286581599142,0.43200233481434974,3.3812552236178774,3296.431742860021,1689.4377022204035,20260001,service_x2
B5,286.31818897381964,118620.0952967891,98.34158636160055,535.5316985563871,156.42857142857142,16141.798842023001,474.2057873836657,28338.056295368457,92,92,0.0,1.4807803255482448,0.6956521739130435,30.434782608695656,0.0,1992.538060894321,7.602791429918203,7.602791429918203,6.760249066066089,100.0,0.0,69.56521739130434,69.56521739130434,0.889179866155926,0.889179866155926,0.8425423638521129,4.2671594236296135,5287.480519530262,3294.9424586359414,20260002,service_x2
P,287.6075932583198,118051.79828102706,98.35631864159035,535.5316985563871,43.45238095238095,8608.38207088312,491.5247173192015,28883.336925294585,92,67,27.173913043478258,1.7539944292401417,0.7761194029850746,22.388059701492537,19.565217391304348,2019.225700205434,7.602791429918203,5.306287150002904,6.537781688803612,72.82608695652173,27.173913043478258,77.61194029850746,67.3913043478261,0.8599185903057124,0.9144213696101043,0.45410478675275057,4.369658508460837,3795.0997769706546,1775.874076765221,20260002,service_x2
B5,295.19743431678785,122039.76524317276,97.74497301975464,554.2918858724605,104.28571428571428,24500.369351123594,482.13255854996845,28982.10143573763,92,92,0.0,1.5618043356577658,0.7065217391304348,29.347826086956523,0.0,2218.265837983708,7.265414529937883,7.265414529937883,6.527201936771247,100.0,0.0,70.65217391304348,70.65217391304348,0.8983936029906133,0.8983936029906133,0.7382125931666347,4.46554971510184,5105.204371974653,2886.938533990946,20260003,service_x2
P,298.05276416136246,120813.44535422565,97.65338941957383,569.6707308734935,52.14285714285714,15043.579652164535,493.3942421057669,29717.467315506237,92,62,32.608695652173914,1.8279246525934982,0.7580645161290323,24.193548387096776,23.91304347826087,2454.7946613425206,7.265414529937883,4.998268575133364,5.860721095473666,67.3913043478261,32.608695652173914,75.80645161290323,61.95652173913043,0.806660249229272,0.9379879153739765,0.3099530538647647,4.4459432176205,3666.9324969922254,1212.1378356497048,20260003,service_x2
B5,290.78355191423015,119563.92368955363,97.17928378685559,535.4515946493536,26.07142857142857,18003.44085632828,479.73289422542996,26804.514731062758,92,92,0.0,1.614154992874449,0.7065217391304348,29.347826086956523,0.0,3532.207734605489,8.079759425163148,8.079759425163148,7.485810301554935,100.0,0.0,70.65217391304348,70.65217391304348,0.9264892563807715,0.9264892563807715,0.5939491236082133,5.772573753804458,5854.973057287609,2322.76532268212,20260004,service_x2
P,289.73539483288266,118022.43941403933,97.00492566242158,535.4515946493536,26.07142857142857,16048.427639954523,487.0264938487254,27286.735602229888,92,67,27.173913043478258,1.8566821819941761,0.746268656716418,25.37313432835821,22.82608695652174,3214.5544293334474,8.079759425163148,6.1873930804567765,6.979585780800253,72.82608695652173,27.173913043478258,74.6268656716418,61.95652173913043,0.8638358413325308,0.944040501663925,0.3462434127904633,5.738651237966646,4568.61349006758,1354.059060734133,20260004,service_x2
B5,279.23313050091764,116895.74311254855,98.0783233940699,517.6491451736288,34.76190476190476,9647.800046583841,471.6872236624742,28311.21222848575,92,92,0.0,1.933128121938536,0.782608695652174,21.73913043478261,0.0,3400.9907739863606,6.285530988524038,6.285530988524038,5.962658941514463,100.0,0.0,78.26086956521739,78.26086956521739,0.9486324945976613,0.9486324945976613,0.32287204700957656,5.987321416900694,4663.651100684526,1262.6603266981651,20260000,ev_x0.5
P,279.38265976520347,114747.86547313338,98.00049339586799,517.6491366307471,8.69047619047619,6563.65209593038,483.0599763115591,28130.362042842553,92,65,29.34782608695652,2.2776723422438834,0.8615384615384616,13.846153846153847,23.91304347826087,3043.092443730487,6.285530988524038,4.671561289066636,5.518809312919967,70.65217391304348,29.34782608695652,86.15384615384616,69.56521739130434,0.8780179945013504,0.9721417373284181,0.1301415814772122,5.909638058115089,3552.038985578871,508.94654184838333,20260000,ev_x0.5
B5,289.933679636656,124692.8085749853,98.59318935200605,538.9056360652604,34.76190476190476,11480.42059208435,498.1447471229339,29322.251252324113,91,91,0.0,1.4688949627759025,0.5934065934065934,40.65934065934066,0.0,1191.380204150522,6.4147805690377915,6.4147805690377915,5.599521446163263,100.0,0.0,59.34065934065934,59.34065934065934,0.8729092734972825,0.8729092734972825,0.8152591228745282,3.583199853664597,4379.625702534838,3188.2454983843154,20260001,ev_x0.5
P,289.34196115207885,123624.14717445617,98.52953252021095,538.9056360652604,26.07142857142857,10038.361199364872,508.5833486394416,29804.14938816895,91,60,34.065934065934066,1.6755634026705533,0.6666666666666666,33.33333333333333,27.472527472527474,1606.6534546682274,6.4147805690377915,4.646618158389778,5.433570759657463,65.93406593406593,34.065934065934066,66.66666666666666,59.34065934065934,0.8470392246749121,0.907013040827701,0.43207489298345325,3.3832611076010877,3296.374911157089,1689.7214564888618,20260001,ev_x0.5
B5,285.7492679095753,118430.50648180794,98.33753217485608,535.5316987658957,112.97619047619047,17222.53097537925,474.14443512123717,28393.890934392664,92,92,0.0,1.4809523568231469,0.6956521739130435,30.434782608695656,0.0,2001.9961011270934,7.602791429918203,7.602791429918203,6.762264477987836,100.0,0.0,69.56521739130434,69.56521739130434,0.8894449545698757,0.8894449545698757,0.8405269519303653,4.266394651810075,5289.056859569057,3287.060758441964,20260002,ev_x0.5
P,287.3012593817431,117900.01701912034,98.35907480111442,535.5316987658957,26.07142857142857,9092.986691801812,491.3515264935535,28891.59250325269,92,67,27.173913043478258,1.7541192997617827,0.7761194029850746,22.388059701492537,19.565217391304348,2030.491158375998,7.602791429918203,5.308647696309106,6.5421144911192,72.82608695652173,27.173913043478258,77.61194029850746,67.3913043478261,0.8604884865544162,0.9148375098993735,0.4520976568846384,4.370174269854755,3798.5159236927084,1768.0247653167105,20260002,ev_x0.5
B5,294.80795760002303,121879.14338927354,97.69905014259317,554.2918755968105,60.83333333333333,25226.475777563195,481.8314536615189,29043.300896526558,92,92,0.0,1.5633293942167659,0.7065217391304348,29.347826086956523,0.0,2255.5340772144773,7.265414529937883,7.265414529937883,6.535143418494698,100.0,0.0,70.65217391304348,70.65217391304348,0.8994866557945143,0.8994866557945143,0.7302711114431827,4.456176791883832,5111.415745179781,2855.8816679653037,20260003,ev_x0.5
P,297.8162174753962,120715.17574496614,97.60710571618672,569.6707157494538,17.38095238095238,15610.481002638217,493.1107423740317,29765.988069238385,92,62,32.608695652173914,1.8267051730797466,0.7580645161290323,24.193548387096776,23.91304347826087,2474.636750442136,7.265414529937883,4.998266647246891,5.864947467210266,67.3913043478261,32.608695652173914,75.80645161290323,61.95652173913043,0.8072419602547317,0.9388338783648829,0.3057245857102517,4.428657217204781,3670.238255273299,1195.6015048311629,20260003,ev_x0.5
B5,290.5218904087909,119434.39381815036,97.17817076412165,535.451541010971,8.69047619047619,18321.228408587518,479.5005129821466,26778.724862368985,92,92,0.0,1.6145560816884374,0.7065217391304348,29.347826086956523,0.0,3535.048644686294,8.079759425163148,8.079759425163148,7.486415670521926,100.0,0.0,70.65217391304348,70.65217391304348,0.9265641805134264,0.9265641805134264,0.5933437546412231,5.779073874449516,5855.446542301077,2320.397897614783,20260004,ev_x0.5
P,289.5095297317056,117908.29186825996,97.0047369858919,535.451541010971,8.69047619047619,16375.0044006779,486.79295491238076,27262.313487922926,92,67,27.173913043478258,1.858332901809696,0.746268656716418,25.37313432835821,22.82608695652174,3212.5516839816273,8.079759425163148,6.184875916462244,6.979377934409713,72.82608695652173,27.173913043478258,74.6268656716418,61.95652173913043,0.863810117003426,0.9440165567190824,0.34625065006877903,5.748337188486144,4566.639047643459,1354.0873636618321,20260004,ev_x0.5
