metric,pair,margin,n,mean_diff,p_tost,equivalent
CO2_t_per_yr,P-B5,2.8818944167484726,30,-0.0772955380024276,1.1124434706744069e-13,True
cost_per_yr,P-B5,1206.7152544452833,30,-1152.4732025244807,0.349474263461267,False
comfort_viol_h,P-B5,3.1430555555555557,30,-32.44444444444444,0.9999983846658537,False
bat_cycles,P-B5,24.129330572020397,30,6.1687690424742225,1.4774641494185552e-17,True
